Star Rating,Comment
5,"Máy đẹp, cấu hình ngon. Màn 120Hz, Amoled sáng ngon. Chip 685 quá ổn. Vân tay trong màn hình nữa. Còn về pin thì dùng phải hao rồi, có ứng dụng ngầm mà, bù lại sạc nhanh tới 33W. Muốn máy không hao pin mà cấu hình mạnh, màn đẹp thì Dùng điện thoại nghe gọi. TỐT, NÊN MUA"
2,Màn hình lỗi nhiều quá
2,"Redmi note 13 4g của tôi bị lỗi loa ngoài, lỗi mic, phải khởi động lại mới hết."
4,"Ưu điểm pin cực trâu, chơi điện tử mượt, lướt titok liên tục, gọi Zalo từ 67g chỉ tốn 60%. Camera sau rất nét nếu đủ ánh sáng, âm thanh ấm rõ, đàm thoại tốt, không nóng máy. Máy thiết kế đẹp. Sạc đúng nhanh so với 33w. Nhược điểm cụm cam 2 cam sau khá to trong khi ống cam ko quá lớn,cam trước đủ dùng,ko đẹp lắm.Mặt lưng phần phía cam ko được liền mạch,gọi message hay Zalo lâu lâu bị bể hình ảnh chút. Tổng thể 8/10đ. Và khuyên ai cài điện tử thì ko nên dùng máy này, chơi điện tử giải trí thì OK, khỏi phải bàn."
2,Pin mau hết quá
3,Mình vừa mua có đổi trả lại được không ạ
2,"Hết pin nhanh, lag mà còn mất tiếng, 128gb mà tưởng 32gb không á"
4,"Các bạn chê pin nhanh hết do các bạn tải hoặc để quá nhiều app truy cập mạng, chạy ngầm... Máy mình lúc mới mua cũng vậy, giờ tối ưu hoá nên pin ok rồi. Mọi chức năng khác ổn định. Không có gì phải chê trách. À máy mặc định chạy RAM 4Gb, các bạn vào cài đặt bổ sung bộ nhớ, chọn ram 6g hoặc 8g nhé."
2,"Máy sạc lên đầy 100%, pin không dùng gì để chế độ máy bay qua đêm mất 7% pin, đúng tệ thật"
1,Không nên mua với giá tiền hơn 5tr nên mua điện thoại khác. Thông số của nhà sản xuất chỉ mang tính chất tham khảo. Quá nhiều lỗi. Tôi và bạn tôi cùng mua khi điện thoại mới ra mắt mà cùng bị tình trạng lỗi giống nhau
2,"Pin tệ quá, không dùng củng mất 15% pin"
3,"dùng mượt mà, ổn áp nhưng pin tụt khá nhanh không bằng con realme cũ của tôi cùng dung lượng pin là 5000mAh. Khi đang chơi liên quân thì mất âm thanh mặc dù để cấu hình thấp, phải khởi động lại thì đt mới trở lại bình thường"
2,"màn hình cảm ứng con này hơi có độ trễ, hy vọng sớm khắc phục được"
2,Sao pin nhanh hết quá admin ơi
3,"Pin mau hết quá ,để không dùng cũng mất 10% pin"
3,"Máy dùng ổn mượt, mỗi tội gửi tin nhắn đi quá chậm, mất 1 phút tin nhắn mới gửi được."
5,Hài lòng
1,"Máy dễ bị nóng, bấm không ăn, không mượt, nhiều lúc bị mất âm thanh luôn, tiếc tiền mua"
1,Không hài lòng về pin cũng như nhân viên bán hàng
1,"1 sao từ trải nghiệm ứng dụng máy cho đến nhân viên hỗ trợ, quá tệ, Mua máy về tải messenger dùng, muốn cài nhạc âm báo tin nhắn mặc định mà máy không hỗ trợ, gọi nhân viên thế giới di động thì nói giờ nhà sản xuất không hỗ trợ, quá bất tiện. Mọi người tránh xa máy trung quốc, trải ngiệm quá thất vọng tại thế giới di động"
2,Sao pin hết nhanh quá
4,"Tôi dùng được 2 tháng lúc tôi dùng trong 2 tháng chưa được cập nhật HyperOS thì dùng lỗi nhiều lắm, lỗi nhiều nhất vẫn là hao pin pin tụt nhanh, cảm ứng bị đơ. Bây giờ lên HyperOS thì dùng siêu mướt như iPhone 15 luôn, note 13 4G ram 8GB rom 128 lên HyperOS Dùng như iPhone 15 luôn"
2,"Mới mua được 1 tuần, giờ vân tay không hoạt động nữa, chán thật sự"
1,"mua được 1 tháng 15 ngày, càng ngày càng dở, khuyên mọi người không nên mua"
2,"Vân tay gần như không sử dụng được, quá tệ"
1,"Pin mới dùng được tuần, sau tuột nhanh chóng mặt, loa rè rè, quá tệ"
1,"Mau hết pin, máy nóng dã man, mặc dù chỉ lướt facebook không mở thêm ứng dụng nào. Cảm ứng dùng đc 1 tuần là nhảy tùm lum, đặc biệt là bàn phím. Cảm ứng vân tay kém, nhiều lúc chạm vân tay 45 lần không mở khoá được phải nhập mật khẩu. Màn hình ám vàng. Camera không như quảng cáo. Nói chung là không nên mua."
2,Kết nối mạng rất kém
1,"Mới mua xong phải nói là tệ, chắc hãng làm ra điện thoại không test thử. Tác vụ bình thường, màn hình giật lắc kinh khủng, không nên mua"
4,"tôi dùng thấy rất mượt, không bị lỗi gì hết"
2,Điện thoại quá chậm chơi điện tử thì quá lắc
2,"Thấy máy bắt 4G hơi kém. Chậm hơn hẳn điện thoại cũ của mình dù cùng sim, cùng vị trí."
2,"máy hao pin nhanh không như những bài review của chính thế giới di động đó là dùng được 9h, chơi điện tử đôi khi mất tiếng phải khởi động mới hết tình trạng trên"
4,Âm thanh máy điện thoại rất hay
1,"Máy điện thoại sạc pin không vào, chán chất lượng"
2,Cần bộ phận xem lại máy chứ pin tụt nhanh quá. Tụt nhanh hơn máy rẻ tiền 
5,"Sản phẩm tốt, nhưng cực kỳ ấn tượng là cách chăm sóc tư vấn và bảo hành sản phẩm của đội ngũ quản lí nhân viên quá tốt, sẽ tiếp quay lại ủng hộ"
3,"Mới dùng chưa được tuần tụt pin quá là tụt, được mấy bạn nhân viên dễ thương."
2,"Chưa bao giờ dùng chiếc điện thoại nào tệ như thế này mua chưa đến 1 tháng mà máy đơ, cảm ứng không nhạy, đã cập nhật máy, khởi động máy xong lại đâu vào đấy."
3,Tốt mà camera chống rung không tốt lắm
2,"Mình mua 7/3. Đưa máy ra hộp đã bóc seal rồi, điện thoại cũng bóc seal rồi, mình nghỉ là bây giờ điện thoại đã bóc seal sẵn nên kiểm tra sơ qua là mua, về nhà kiểm tra lại mặt kính trầy, mặt trước và sau rất dơ, tự nhiên bỏ tiền mua hàng mới mà nhận hàng bóc seal rồi, hỏi sao không bực, đổi thì không cho, còn nếu muốn đổi mất 20%, thật sự buồn"
3,Cường lực của máy Redmi note 13 có chưa để mình ra dán ạ
5,"Dùng được 3 ngày cảm nhận ngoại hình đẹp tương đương máy tầm trung, màn đẹp camera đủ dùng độ mượt ổn pin trâu trong tầm giá 5tr con này khó có đối thủ"
1,Pin 100% để đó không dùng đến sau 5 ngày còn 69% shop nói vậy là bình thường
3,"Dùng ổn trong tầm giá, máy dùng nhanh, pin khỏe. Có mỗi cái cái vân tay nhiều lúc ko nhạy lắm."
1,Lỗi quá lỗi
1,Máy mới mua đã lỗi CHPLAY. Chưa Dùng được 3 tiếng nữa. Về vô CHPlay nó loading cả 20 giây xong để lỗi khi xuất thông tin từ máy chủ trong khi dùng wiffi luôn
5,Mới mua hôm 27/02. Ok trong tầm giá
4,"Dùng tốt trong tầm giá so với sam sung cùng giá, chụp hình đẹp tốt nhất chụp ban đêm, ảnh không bị vỡ khi khung lớn"
4,"Chụp ảnh đẹp, loa hay, màn hình đẹp"
5,"Máy Dùng mạnh, màn hình đẹp, nhạy nhanh, giá tiền ổn áp, pin lâu, nói chung hài lòng. OK đó"
3,Lần đầu dùng hãnh Xiaomi và chưa biết tính năng nhiều
5,Cho phụ huynh dùng rất ok
5,Máy rất tốt và đẹp nữa lúc bỏ vào túi quần không bị cấn như Xiaomi
2,Mua bản màu đen lại giao màu xanh muốn đổi lại máy khác không cho đổi
5,"với tầm giá tiền dưới 5 triệu thì con này là đỉnh của chóp rồi, các mẹ nên mua cho con đang đi học 1 cái để liên lạc và kiểm soát con cho thuận tiện nhé"
2,"Mình mới mua máy được 3 hôm sạc pin đầy 100% dùng liên tục trong 1h20p đã báo pin yếu, chán"
5,"Điện thoại dùng rất ngon, lâu hết pin, tốt trong tầm giá"
2,"Camera chụp bình thường, màu ảnh không đẹp. Màn hình chất lượng hiển thị kém, gây cảm giác lóa mắt và nhòe khi kéo vuốt màn hình có chữ. Không xứng với giá tiền"
5,"ổn, không có vấn đề gì sau 2 tuần sử dụng"
3,mình mới mua con A 55 này mới được mấy ngày giờ mình muốn trả lại thì mất phí bao nhiêu phần trăm vậy ạ
4,camera đẹp
2,"cái màn hình chất lượng hiển thị kém, với số tiền bỏ ra thì không xứng đáng"
5,"Sử dụng được 1 tháng, theo mình pin trâu mình có thể sử dụng hơn 10 tiếng. Âm thanh tốt, chơi điện tử ổn. "
5,"Ổn định, mát máy, pin tốt rất ít hao pin khi dùng 120hz"
4,"thân máy rất đẹp, cấu hình mạnh, chạy mượt, chụp ảnh tương đối đẹp"
5,"Máy Samsung A55 5G rất êm mượt, pin trâu luôn, chụp ảnh đẹp"
4,Trước mắt thì vẫn ok
2,loa điện thoại nghe không hay
2,Không dùng cũng bị tụt pin 
5,"Pin rất trâu và mát máy lắm, công việc mình quay chụp liên tục ngoài trời, pin trụ được từ 8h sáng tới 17h tan làm còn 40%."
5,"Pin trâu, chơi điện tử liên quân ok lắm, anh em nào chơi điện tử thì không cần lo máy nóng nha"
2,"mua được 10 mấy bữa thì cứ báo tràn ram và tắt nguồn khi sạc qua đêm, mặc dù trước đó dùng iphone đời cũ hơn không bị tình trạng này. Ra chạy chuẩn đoán thì báo bình thường mà về bị tận 2 lần bảo cập nhật lên rồi cũng không hết được"
1,"MÁY MUA ĐƯỢC 7 THÁNG MÀN HÌNH BỊ SỌC MÀU TRẮNG XANH VÀNG ĐỎ, GỬI ĐI BẢO HÀNH HƠN 1 TUẦN RỒI, KHÔNG BIẾT NHƯ THẾ NÀO, RẤT BUỒN"
5,"Đẹp, cầm vừa tay, gọn thêm ốp nữa là ok. Mình mua được hơn 1 tháng rồi chưa thấy vấn đề gì. Nhân viên phục vụ khách hàng rất tốt, vui vẻ, chỉn chu cài đặt từ a đến z rất ưng ý"
1,"trả điện thoại lấy tiền lại cũng không được, nói vòng vo tam quốc, chán"
5,10 điểm
4,máy dùng tốt
2,"máy cứ sạc là nóng, rất sợ"
3,Cho hỏi IPhone 13 mình dùng ốp trong suốt nếu dùng sạc không dây thì có phải tháo ốp không nhỉ
3,Mình có mua iPhone 13 tại thế giới di động cách đây 2 năm giờ mình muốn đổi máy mới có được không
4,"máy đẹp, cứng cáp, mượt"
2,"Anh/ chị em sinh đôi khi cài face id trên iphone 13, người này vẫn mở khoá face id trên điện thoại của người kia được. Điều này không thật sự bảo mật trên thiết bị iphone như mình nghĩ"
2,"Mình mua và sử dụng củng được vài tháng rồi, mua vì hàng đập hộp cho an tâm nào ngờ dùng chán, máy nóng, mau tụt pin"
2,"Máy mới mua về dùng là thấy rất hay bị nóng. Mở app ra dùng tầm 5p là bắt đầu ấm lên, càng dùng càng nóng. Quay video tầm 5p thì ối dồi ôi nóng phỏng tay. Trước dùng android 6tr máy mát lạnh, dùng 5 năm chưa bao giờ thấy bị nóng máy. Giờ bỏ ra 16 củ rước về 1 cái máy siêu nóng."
3,"Sao mình mua dùng đc 6 ngày mà bàn phím đang đánh chữ nó cứ tự nhảy sang số là sao nhỉ, có phải bị lỗi cảm ứng không"
5,Rất tốt
5,"không còn thấy nhức mỏi mắt khi sử dụng điện thoại, rất hài lòng"
3,"sao cập nhật lên ios 17.2 bị hao pin quá, có cách nào quay lại bản cũ không ạ"
5,Mình đã dùng hơn 2tháng và thấy pin khoẻ chất lượng ok 
1,Mua về chưa dùng được một tối đã lỗi không nhận sim. Kết quả phải gửi bảo hành. Bây giờ chờ 15 ngày nữa không biết có máy dùng được không. Bỏ tiền mua rắc rối bực tức 
3,Máy dùng ổn nhưng pin tụt rất nhanh. Pin tụt nhanh thì có thể đổi mới trong vòng 1 tháng không ạ
5,Hàng ok
3,"Đối với mình máy ok, có 1 vấn đề là vào camera chụp hình thì tí bị văng ra. Bên thế giới di động có cách nào khắc phục không, mình cũng khởi động lại thiết bị rồi. Hay cần ra trực tiếp cửa hàng ạ."
3,Mới mua iPhone 13 đc 2 tháng giờ muốn đổi lên iPhone 15 thì bù bao nhiêu tiền ạ
1,"Máy dùng được 6 tháng thì nóng, không lên nguồn. Gửi đi bảo hành 10 ngày mà vẫn tiếp tục nóng, không lên nguồn. Quá phiền phức, ảnh hưởng đến công việc."
4,Máy rất mượt
2,Sản phẩm tệ hay bị lỗi
2,Pin tụt nhanh
5,Máy rất ok. Nhân viên rất nhiệt tình với khác hàng
3,Pin tụt nhanh có được đổi hàng không vậy ạ
1,Mới mua được 5 tháng mà máy quá nhiều lỗi
1,"Cảm ứng đơ, gây phiền phức đến công việc hàng ngày"
5,Quá ok
5,Điện thoại dùng ổn
5,Sản phẩm sử dụng tốt sẽ ủng hộ lâu dài. Nhân viên hỗ trợ rất tốt
5,cảm thấy yên tâm với chất lượng sản phẩm
5,Nhân viên tư vấn rất nhiệt tình
4,"ok, dùng rất ok, pin trâu"
5,yên tâm khi mua sản phẩm tại thế giới di động .
5,Sản phẩm tốt. Nhân viên phục vụ rất tốt
5,Sảm phầm dùng sau gần 3 tháng khá ok. Thời lượng pin tốt. Trải nghiệm hiệu năng tốt. Máy ảnh dùng mức khá so với dòng Flaship
4,Tốt
4,"Điện thoại dùng ổn, pin ok"
5,iPhone dùng mượt
2,"Lỗi lên lỗi xuống gửi bảo hành 3 lần, đến chán"
2,Máy bị lỗi màn hình hên là còn bảo hành nên được thay miễn phí. Đem đi bảo hành cũng mất hơn 1 tháng mới có máy. Nghĩ vẫn tức tự nhiên bị thay linh kiện trong khi lỗi đó đâu phải mình gây ra.
5,"Dùng hơn 1 năm mọi thứ đều ổn, cầm nắm gọn nhẹ thích hợp cho người dùng phổ thông, nên mua trải nghiệm"
2,"Máy cứ thoát ra ngoài ứng dụng, bực mình"
4,OK lắm
5,"máy dùng tốt, mượt"
2,Máy cắm sạc bị nóng
3,thế giới di động có thu mua máy cũ không ạ
5,Tốt lắm
3,Mình mua màu đen nhưng đem về nhà thấy màu xanh
4,Khá Tốt
5,sản phẩm chất lượng tốt
5,"rất ưng nha. Nhân viên tư vấn nhiệt tình nữa, dùng thích lắm luôn. Màu hồng đẹp thực sự"
5,Nhân viên tư vấn sản phẩm nhiệt tình
5,sản phẩm xịn
5,"cảm ứng rất nhạy, rất ưng"
5,chất lượng đáng khen
5,"Máy mượt, giá cả tốt, thời lượng pin tốt, khá hài lòng"
5,Mọi thứ đều ok
5,"Máy mượt, pin OK, không nóng máy, dùng lâu cảm nhận thêm. Mình đi rất nhiều nơi để tham khảo nhưng cuối cùng vẫn quyết định chọn mua tại Thế giới Di Động dù giá cao hơn nhưng dịch vụ khách hàng theo mình đánh giá vẫn tốt nhất, trước giờ mình chỉ mua tại Thế giới Di Động, cảm ơn em gái Thế giới Di Động 14 võ văn ngân tư vấn, hướng dẫn tận tình. Sẽ tiếp tục ủng hộ Thế giới Di Động😊."
4,Ổn
5,Camera sau chụp rất đẹp
4,Vừa ý
2,Điện thoại mới mà sạc pin nóng quá
